skin_name,image,price_min,price_max,price_min_stattrak,price_max_stattrak,weapon_name
Boreal Forest,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9jb3JkX2h5X2ZvcmVzdF9ib3JlYWxfbGlnaHQuMzVhZTk0NWRmYTliMDE4OTM0MGE0ZmZmN2FlNDQ2NTQ2NjM0OTVhMi5wbmc-/auto/auto/85/notrim/a0f774345ece73b6341c55a65d585951.webp,$79.51,$214.02,$87.89,$888.00,Paracord Knife
Boreal Forest,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9wdXNoX2h5X2ZvcmVzdF9ib3JlYWxfbGlnaHQuNjNiYjdlYjJkNGM5MTgwZDgwOGExNTBkM2M1OWFlZTRkYTZlMGU3Mi5wbmc-/auto/auto/85/notrim/4dff4cde11d2c2e8c963f1f6b4465660.webp,$68.84,$140.69,$73.08,$83.05,Shadow Daggers
Boreal Forest,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9za2VsZXRvbl9oeV9mb3Jlc3RfYm9yZWFsX2xpZ2h0LmQzMDc5NWI4ZDEwMTg0ZTg4MDJjYmM3ZmYwNzE1YmJkYzA3NjI4ZmYucG5n/auto/auto/85/notrim/24e0c9975291cdf15463b1ad44591c8b.webp,$206.39,$414.98,$214.71,$248.60,Skeleton Knife
Boreal Forest,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9zdGlsZXR0b19oeV9mb3Jlc3RfYm9yZWFsX2xpZ2h0LmE3MjU4MjNmZmMzYmM5MDY5MzQwMDU4ZmVlNDEyYWUyY2EyM2Y1ZWUucG5n/auto/auto/85/notrim/15cdf89b90a2ccffaf56bc38f9e2e9f2.webp,$155.14,$249.02,$160.75,"$1,384.21",Stiletto Knife
Boreal Forest,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9jYW5pc19oeV9mb3Jlc3RfYm9yZWFsX2xpZ2h0LjYwOWQ3Njg2NzI0MzhlOGJmOTY3OTNmZjcwY2QzNTZkNjFlOGMzNWMucG5n/auto/auto/85/notrim/be10a3aeca4307aad88529318440766b.webp,$78.40,$193.79,$87.13,$867.35,Survival Knife
Boreal Forest,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV93aWRvd21ha2VyX2h5X2ZvcmVzdF9ib3JlYWxfbGlnaHQuNGY2YTk5NzhiOGY5ZDdkNmEwZDg1YWZkNDE1ZDE1NjU0MmQxMjQwMC5wbmc-/auto/auto/85/notrim/ac0e6c955d12aa52a1735d33c7d63b9b.webp,$228.56,$423.00,$224.40,$636.73,Talon Knife
Boreal Forest,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV91cnN1c19oeV9mb3Jlc3RfYm9yZWFsX2xpZ2h0LjhkOTg5NjI0OGQ2MmUyY2FjNTI4MDFlNDk5NWRmNzMwYTY2ZjM0MzYucG5n/auto/auto/85/notrim/43d5a575bddd43a459d83e697089d77f.webp,$92.67,$179.94,$98.27,$120.01,Ursus Knife
Boroque Sand,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9uZWdldl9oeV92ZW5ldG9fdGFuX2xpZ2h0LjMzZjZlNWY5MjAyNjBjNmI2YjhmYTMyOTA1ZjAxZWJkMDMzOTM4NTgucG5n/auto/auto/85/notrim/1492b4cb048f629f90dc7a5b39f00b44.webp,$0.97,$3.77,,,Negev
Brake Light,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9zYXdlZG9mZl9hYV92ZXJ0aWdvX3JlZF9saWdodC42NGM4NmJmNjA5OTdkM2M0YTZjMDE2NjU1ZTM5YmMyYTA0OGZkMmQwLnBuZw--/auto/auto/85/notrim/385b49f2b221f9f8d7cae45d973c7048.webp,$0.57,$0.61,$0.38,$1.03,Sawed-Off
Brass,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9nbG9ja19hcV9icmFzc19saWdodC45YmRlNWI2NDViZWIxNmZjMjcyZjE4NmExYzY0ODNiOTA2ZDcwZjAxLnBuZw--/auto/auto/85/notrim/e03fd53840f58e249da9260f1671bb92.webp,$13.03,$69.60,,,Glock-18
Brass,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9iaXpvbl9hcV9icmFzc19saWdodC41Njk3MDZlYjQ1MzdiNzVjZGNlMWEyOGRkODgyMWIzMjA4YmNiYmJhLnBuZw--/auto/auto/85/notrim/1b76dd27e743016f076c1d3b5b620efe.webp,$0.21,$1.40,$4.38,$93.78,PP-Bizon
Brass,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9zY2FyMjBfYXFfYnJhc3NfbGlnaHQuNmIzMzBjMWE5ZjA0Mzg5NDY0OTVhMmEzY2QxMGI0MjY1NjQ0ZmQxMS5wbmc-/auto/auto/85/notrim/318ae84e46cf00f36be9415654bbbd3e.webp,$90.68,$106.58,,,SCAR-20
Brass,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl90ZWM5X2FxX2JyYXNzX2xpZ2h0LjliMmRhM2IyODIzODk0MjJjNWQ3OWIyOTliMTg0NGM2NGE3MDk0ZjkucG5n/auto/auto/85/notrim/bc45a37524e962cbbd4039eeaa4da4a9.webp,$2.02,$44.90,$9.14,$116.79,Tec-9
Bratatat,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9uZWdldl9jdV9icmF0YXRhdF9uZWdldl9saWdodC40NjI2MGU5ZWMyYjljZWFlNjNmYjEyNzM1NTA5NzM0OTE1Mjc5MTgxLnBuZw--/auto/auto/85/notrim/4e4ea8067066d3b67cffb3ca8e253e49.webp,$1.05,$6.59,$1.34,$20.36,Negev
Breaker Box,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9iaXpvbl9hYV93aXJpbmdfbGlnaHQuNTIyYWRlNGQzNzA2MGFkNzJkY2VlMTBhYjNhODdjY2RhM2U4MGMyMy5wbmc-/auto/auto/85/notrim/aff0db5dc2fbf4db958dd93e1a435461.webp,$3.06,$4.93,$0.04,$0.45,PP-Bizon
Briar,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9lbGl0ZV9oeV92aW5lc19saWdodC45YjRlMjNmYjJlYjRlNTM0Zjg1ZDJiYjIyNjg0ZTllMjMwOTY3MTI2LnBuZw--/auto/auto/85/notrim/3b0324f65c04c0d6e1e2283d16d1c36d.webp,$2.87,$4.49,$0.83,$1.27,Dual Berettas
Briefing,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tNGExX3NpbGVuY2VyX2N1X200YTFzX21ldHJpdGVyYV9saWdodC5kY2Y0NTk0YTdhYTI0OTVkYTY4ZGMyZjE3NmUwOWExMTZhYjdjMzJhLnBuZw--/auto/auto/85/notrim/b196036826972caa99d6ecb5db3e24d4.webp,$1.99,$9.53,$6.34,$30.61,M4A1-S
Briefing,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl91bXA0NV9jdV91bXA0NV9tZXRyaXRlcmFfbGlnaHQuZGZjYjI5YTA5NDc2ZDFjOTAwMzljOTQzMjdhNTkzMGViNmU2ZWZkMC5wbmc-/auto/auto/85/notrim/217e9e5c7590dc05ea9f7a26d5f6e309.webp,$0.04,$0.22,$0.07,$1.18,UMP-45
Bright Water,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9iYXlvbmV0X2h5X29jZWFuX2tuaWZlX2xpZ2h0LjM1MDUxMjdlYmM1YWM1NDg0YWYwZDBkNjZhODhmYWY3YmY4MDU2MGUucG5n/auto/auto/85/notrim/a74ce08e80ea953eaa9fba9fe2017953.webp,$225.79,$324.39,$239.46,$344.66,Bayonet
Bright Water,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9zdXJ2aXZhbF9ib3dpZV9oeV9vY2Vhbl9rbmlmZV85MF9saWdodC4xNDg3MWEwNmVkZDViMWI4YjIwYmEzOWY4ODgwZjA0NmE3Y2NhNGNiLnBuZw--/auto/auto/85/notrim/57847c4321ace9e581bd5c32fbce8562.webp,$96.89,$115.80,$101.95,$450.00,Bowie Knife
Bright Water,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9idXR0ZXJmbHlfaHlfb2NlYW5fa25pZmVfOTBfbGlnaHQuMDRiMWY0YzdkZGQ4OTY3YzZkY2Q0MGM2NjFkYmY1MGI2ZWJkZDdmZi5wbmc-/auto/auto/85/notrim/4754a5a860d1cb4ea0903d649ae9db5c.webp,$710.00,$948.86,$699.99,$948.11,Butterfly Knife
Bright Water,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9mYWxjaGlvbl9oeV9vY2Vhbl9rbmlmZV85MF9saWdodC44NzUzNTkzN2Q3ZDU2NTVkYTg5ZTg0Y2M1ZWI1N2Y0MGVhOWE3MDRlLnBuZw--/auto/auto/85/notrim/99ac977c37dc1a5b2de34d0be0b61645.webp,$100.84,$131.59,$106.58,$162.73,Falchion Knife
Bright Water,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9mbGlwX2h5X29jZWFuX2tuaWZlX2xpZ2h0LjUyNjk3YjQ5Y2IyNjIxYWJjZTRhZmYwZjA2ZjVkZDZjMmMzODlmNGEucG5n/auto/auto/85/notrim/61cbdfbab38326d4e1f1a74b72dd1b54.webp,$165.08,$216.09,$180.08,$220.21,Flip Knife
Bright Water,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9ndXRfaHlfb2NlYW5fa25pZmVfbGlnaHQuMzBhMmIyM2M2N2EyMmVlMjIzNTNhYTQ0MGI5ZmY1ZDY5NzMxMTNiNi5wbmc-/auto/auto/85/notrim/83dbe6a796d619b59229c81271de10e6.webp,$83.67,$102.50,$92.95,$125.58,Gut Knife
Bright Water,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV90YWN0aWNhbF9oeV9vY2Vhbl9rbmlmZV85MF9saWdodC5kYmMyOGZhZWE3NDBiMjU1OWE3YzVmZmQ3MDhmN2I4YjQzYmZhMzVmLnBuZw--/auto/auto/85/notrim/b7aa1936055335767a6d9ed54b5b9e40.webp,$103.09,$133.81,$109.57,$158.64,Huntsman Knife
Bright Water,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9rYXJhbWJpdF9oeV9vY2Vhbl9rbmlmZV9saWdodC4yMzQ5MDEzNWU0YjY1YWRjMThiMjhlZjRmMGQxZmRmYWI0M2QzZTkzLnBuZw--/auto/auto/85/notrim/e17e56c4821e3a469ad5a40ced0cf8f6.webp,$540.23,$709.22,$567.45,$733.49,Karambit
Bright Water,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tNGExX3NpbGVuY2VyX2h5X29jZWFuX2JyYXZvX2xpZ2h0LjBiMmE3NDMyNjE4YzhkOWFlYTlmN2MyY2YxMzc2YzhlMzczZmY4ZDQucG5n/auto/auto/85/notrim/e78c8f48f1351807369ace4998eb6c26.webp,$22.34,$24.60,$42.53,$49.81,M4A1-S
Bright Water,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9tOV9iYXlvbmV0X2h5X29jZWFuX2tuaWZlXzkwX2xpZ2h0LjhjZTJkYTQ5Y2I4Y2I0ZDA4ZjMxYjliMTVhZGNiZTQ4OTBmNzk2ZWMucG5n/auto/auto/85/notrim/c961d6fd142ada9595645b2547dae208.webp,$425.28,$620.00,$449.73,$631.89,M9 Bayonet
Bright Water,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9wdXNoX2h5X29jZWFuX2tuaWZlXzkwX2xpZ2h0LjJhYmNkMjY2ZTRjNmEzZDBiZjI0M2U4MmJhN2ZkNDYzZDU4ZDdhMzIucG5n/auto/auto/85/notrim/f3be8d852f4f27c538a38dfbd6905927.webp,$71.48,$79.79,$76.82,$99.66,Shadow Daggers
Bronze Deco,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9kZWFnbGVfYW1fYnJvbnplX3NwYXJrbGVfbGlnaHQuNWZiYWZmZTQzNDFkNWNkYmUyZDcyZDNjZWU3MGRkZmUzYTkwZjQ3YS5wbmc-/auto/auto/85/notrim/5262a3c95af503261ca32a1f17f6f138.webp,$0.09,$0.42,$0.41,$2.92,Desert Eagle
Bronze Morph,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3Nwb3J0eV9nbG92ZXNfc3BvcnR5X3BvaXNvbl9mcm9nX3JlZF9ncmVlbl9saWdodC5lMDQ1MWI1YjhiYTI3OTNhNDU5YjYxMDM4ZjA5ZWNhZmU2ODU3YWQ3LnBuZw--/auto/auto/85/notrim/614b69ea1ceb7b55f18fd3cf2bf9641e.webp,$103.42,$733.14,,,Sport Gloves
Bronzed,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3N0dWRkZWRfYmxvb2Rob3VuZF9nbG92ZXNfYmxvb2Rob3VuZF9tZXRhbGxpY19saWdodC4xZTUwODU0OTJlNTE3ZjJiODMxODNmYTJiOTgxYTRiYWQ0MmU3ZmRkLnBuZw--/auto/auto/85/notrim/3ae71f5935b567e09c56b5acd625a1cf.webp,$61.36,$678.05,,,Bloodhound Gloves
Brother,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl90ZWM5X2dzX3RlYzlfZ3VlcmlsbGFfbGlnaHQuYmVlNzUxOTg2YjY5NTJiMjViYjFlNWNkNGM1ODM5YzY5N2MwZjkyYi5wbmc-/auto/auto/85/notrim/843412cbe74dc9f1a53ed3953e9fc0d8.webp,$0.20,$1.09,$0.33,$2.70,Tec-9
Buckshot,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3NwZWNpYWxpc3RfZ2xvdmVzX3NwZWNpYWxpc3RfZm9yZXN0X2Jyb3duX2xpZ2h0LjRmNDA3YWJjZDViMmRjMDBlZDZiMTk0YjM4YjNhNjFlNTlkYmZmOTQucG5n/auto/auto/85/notrim/eb11605d2e4188a1fa597bb8690f8b00.webp,$60.20,$318.36,,,Specialist Gloves
Buddy,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9maXZlc2V2ZW5fY3VfZml2ZXNldmVuX2dzZzlfbGlnaHQuZjkwN2VmMTc4Y2YzNDk5ZTM3ODdkNzBkZmFjYTEwZTI1NjkwNWZhZi5wbmc-/auto/auto/85/notrim/5438fd5e083bae2f91d9ec6ec3a591b3.webp,$0.44,$1.38,$0.88,$3.56,Five-SeveN
Bulkhead,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9uZWdldl9oeV9kdWN0c195ZWxsb3dfbGlnaHQuMWRhZGQ2ODE2OWIwN2MyNmQ3NDU3NWI2YmU3MWE4YjBlY2JhOTczYS5wbmc-/auto/auto/85/notrim/076e7f15058a0900f8def5b26f598fce.webp,$0.02,$0.06,$0.34,$1.52,Negev
Bulldozer,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tYWc3X3NvX3llbGxvd19saWdodC5mZjRmM2RmNGJjNjBhZWVjZjk2ZTRkNTYwMmI2MTkwMzhjZjc4MmQzLnBuZw--/auto/auto/85/notrim/79ec158032fcf2196ac11cf3a54173ab.webp,$4.25,$130.14,$8.37,"$1,384.07",MAG-7
Bulldozer,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tcDlfc29feWVsbG93X2xpZ2h0LjJjNDkyNGFkZmFiYWNkMTJlYTcwYWQzODM1Y2ZiYmY3Yzg4ZTA1YjYucG5n/auto/auto/85/notrim/083eca8302a01c5c7db8e08799ca50b4.webp,$49.59,$581.55,,,MP9
Bulldozer,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9zZzU1Nl9zb195ZWxsb3dfbGlnaHQuZWZmOWRhOThiMzkzMDY1ZTY0OTQ5Y2Y0Mzc1OWQ2YzY3NThmZGJlOC5wbmc-/auto/auto/85/notrim/6e9a792db953d88b6c09ff8618b8ce1d.webp,$124.21,$200.00,,,SG 553
Bullet Queen,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9nbG9ja19jdV9nbG9jazE4X3dhcm1haWRlbl9saWdodC43MjgxY2M3NTAzZjZhZTYyNjRlNTE2ZTdjZTBlNTlkYmJhMTY4ZTk2LnBuZw--/auto/auto/85/notrim/cf3c5cadf520d5f76797b252f0b68dc2.webp,$2.31,$39.49,$10.39,$128.63,Glock-18
Bullet Rain,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tNGExX2N1X2J1bGxldF9yYWluX200YTFfbGlnaHQuNGE0MmE4YjViNDlmN2NhNDEwYjAwZjI0MTZlMjgwMThjZWRmYjI5MC5wbmc-/auto/auto/85/notrim/eb171691dc48a108bd929060d56b6abe.webp,$9.56,$58.88,$30.20,$978.33,M4A4
Bunsen Burner,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9nbG9ja19hcV9nbG9jazE4X2ZsYW1lc19ibHVlX2xpZ2h0LmRiNDc2YmNmZjJhN2YxMjFmNmE3ZjM4YjA1MTUzNzEwYjhkZmEwOGUucG5n/auto/auto/85/notrim/e3e9a7b2fcdb0cc93af9bdf13f0e9950.webp,$0.15,$0.97,$0.53,$5.06,Glock-18
Business Class,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl91c3Bfc2lsZW5jZXJfY3VfbHVnZ2FnZV91c3Atc19saWdodC42YzJlZmVjMWMyMmUxOWRiMTlmYjI2Mjg3MTY3NGNhYzM4MDY5Y2RmLnBuZw--/auto/auto/85/notrim/31b699d3189d5ac181baa5d0ae2e3551.webp,$24.23,$47.93,,,USP-S
Button Masher,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tYWMxMF9jdV9tYWMxMF9wb3J0YWJsZV9saWdodC44NDdmMWM5MjJiNjIyN2FiYTVkMjRiYWFkOWQxZDcxOTYxMmY2NjBiLnBuZw--/auto/auto/85/notrim/03de032b5098e3f2f7f653fc7f4e43b9.webp,$0.18,$0.96,$0.26,$3.29,MAC-10
Buzz Kill,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tNGExX2dzX200YTRfc2VjdG9yX2xpZ2h0LjE3M2ZhZTEzNzcwM2MyZTU0ZDI0OWQxNzI2Nzg4ZDA2MTEyMmQ4OWUucG5n/auto/auto/85/notrim/daa1ac27abd36939e6409494f5f4b520.webp,$5.10,$24.44,$16.07,$64.10,M4A4
Caged Steel,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9ub3ZhX2FtX292YWxfaGV4X2xpZ2h0LmEzOWU5YmVmOThlNTcyNmIwZTBhZjIzZGFlZjgyMzhiOWJiOGJlN2MucG5n/auto/auto/85/notrim/a468a287ef3b44a3aae1b353e1785a61.webp,$0.05,$0.08,,,Nova
Caiman,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl91c3Bfc2lsZW5jZXJfY3Vfa2FpbWFuX2xpZ2h0LmFiZmIwMjc2MDIxYjA3YTdmYThhNzFmOGU3Y2U1NmQ2NzQ5NjM4ZDIucG5n/auto/auto/85/notrim/9a6796fe12763d816bb49df79395e562.webp,$37.95,$52.50,$41.18,$93.04,USP-S
